"fips" "longitude" "latitude"
"44241" 31025 -96.1428527832031 40.911247253418
"44297" 31027 -97.2565231323242 42.5951118469238
"44353" 31035 -98.0512313842773 40.5244216918945
"44409" 31037 -97.0872802734375 41.5738220214844
"44465" 31039 -96.7966384887695 41.9065780639648
"44521" 31041 -99.7250900268555 41.3943710327148
"44577" 31043 -96.5358734130859 42.3834457397461
"44633" 31047 -99.8169631958008 40.8681716918945
"44689" 31051 -96.8512878417969 42.5038032531738
"44745" 31053 -96.6607284545898 41.5720481872559
"44801" 31055 -96.1668548583984 41.2964553833008
"44857" 31059 -97.5964050292969 40.5245208740234
"44913" 31061 -98.9528884887695 40.1763458251953
"44969" 31065 -99.9125595092773 40.1765060424805
"45025" 31067 -96.6895599365234 40.2619857788086
"45081" 31071 -98.9911727905273 41.9142532348633
"45137" 31073 -99.8311614990234 40.5116729736328
"45193" 31077 -98.5223083496094 41.567138671875
"45249" 31079 -98.502685546875 40.8723182678223
"45305" 31081 -98.0238494873047 40.87451171875
"45361" 31083 -99.4043884277344 40.1765403747559
"45417" 31089 -98.7835159301758 42.4558868408203
"45473" 31093 -98.5166549682617 41.2199745178223
"45529" 31095 -97.1424179077148 40.1758651733398
"45585" 31097 -96.2651062011719 40.3925437927246
"45641" 31099 -98.9478912353516 40.5064506530762
"45697" 31103 -99.7119827270508 42.8765296936035
"45753" 31107 -97.8901443481445 42.6340446472168
"45809" 31109 -96.6881484985352 40.7841148376465
"45865" 31115 -99.4544143676758 41.913688659668
"45921" 31119 -97.6006164550781 41.9166831970215
"45977" 31121 -98.0433349609375 41.1669120788574
"46033" 31125 -98.0093536376953 41.3914833068848
"46089" 31127 -95.8480682373047 40.3857650756836
"46145" 31129 -98.0473709106445 40.1763572692871
"46201" 31131 -96.1273727416992 40.6492576599121
"46257" 31133 -96.2370452880859 40.1313896179199
"46313" 31137 -99.4139938354492 40.511417388916
"46369" 31139 -97.6075744628906 42.2596015930176
"46425" 31141 -97.5311050415039 41.5634498596191
"46481" 31143 -97.5657043457031 41.1859474182129
"46537" 31147 -95.7158966064453 40.1217842102051
"46593" 31149 -99.4490814208984 42.4191474914551
"46649" 31151 -97.1410751342773 40.5242614746094
"46705" 31153 -96.1109848022461 41.1127395629883
"46761" 31155 -96.6409378051758 41.2218360900879
"46817" 31159 -97.1402435302734 40.8724632263184
"46873" 31163 -98.9759140014648 41.2204437255859
"46929" 31167 -97.193977355957 41.9169044494629
"46985" 31169 -97.5949401855469 40.1761894226074
"47041" 31173 -96.5626449584961 42.1546592712402
"47097" 31175 -98.9797897338867 41.567813873291
"47153" 31177 -96.2166976928711 41.5326347351074
"47209" 31179 -97.1087875366211 42.2146148681641
"47265" 31181 -98.5001525878906 40.1764602661133
"47321" 31183 -98.5285949707031 41.9145584106445
"47377" 31185 -97.5971450805664 40.8726921081543
"47433" 38003 -98.0707015991211 46.9361839294434
"47545" 38017 -97.2444458007812 46.9320449829102
"47657" 38021 -98.5050277709961 46.1103324890137
"47825" 38035 -97.4609603881836 47.9213371276855
"47937" 38043 -99.7800674438477 46.9801712036133
"47993" 38045 -98.5353393554688 46.4568099975586
"48385" 38073 -97.6574172973633 46.4561805725098
"48441" 38077 -96.9440536499023 46.2657928466797
"48553" 38081 -97.6310958862305 46.1081237792969
"48665" 38093 -98.9598846435547 46.9786262512207
"48777" 38097 -97.1580963134766 47.4532279968262
"48945" 39001 -83.4778518676758 38.8499450683594
"49001" 39003 -84.0995712280273 40.7732162475586
"49057" 39011 -84.2026901245117 40.5680885314941
"49113" 39015 -83.8692398071289 38.9337387084961
"49169" 39017 -84.5834503173828 39.4417114257812
"49225" 39021 -83.7771072387695 40.136890411377
"49281" 39023 -83.7983016967773 39.9220085144043
"49337" 39025 -84.1527252197266 39.0505981445312
"49393" 39027 -83.8255157470703 39.4151306152344
"49449" 39033 -82.91943359375 40.8506546020508
"49505" 39037 -84.619384765625 40.133918762207
"49561" 39039 -84.4923400878906 41.3262672424316
"49617" 39041 -83.0007629394531 40.2819747924805
"49673" 39043 -82.6383743286133 41.3705673217773
"49729" 39045 -82.6311187744141 39.757698059082
"49785" 39047 -83.4664154052734 39.5556640625
"49841" 39049 -83.0032196044922 39.9700050354004
"49897" 39051 -84.1245193481445 41.6020965576172
"49953" 39057 -83.8808822631836 39.6896018981934
"50009" 39061 -84.5512466430664 39.1893005371094
"50065" 39063 -83.6612854003906 40.9993934631348
"50121" 39065 -83.6599044799805 40.6614112854004
"50177" 39069 -84.0683135986328 41.3339233398438
"50233" 39071 -83.6040725708008 39.1899452209473
"50289" 39077 -82.5928573608398 41.1440238952637
"50345" 39079 -82.6297225952148 39.0359802246094
"50401" 39087 -82.5316772460938 38.5947532653809
"50457" 39091 -83.7633666992188 40.3862113952637
"50513" 39095 -83.6555633544922 41.6204681396484
"50569" 39097 -83.4050369262695 39.8944931030273
"50625" 39101 -83.1751480102539 40.5837898254395
"50681" 39107 -84.6278381347656 40.5281677246094
"50737" 39109 -84.2288436889648 40.0515823364258
"50793" 39113 -84.2830047607422 39.7537269592285
"50849" 39117 -82.8070831298828 40.5209274291992
"50905" 39123 -83.1115417480469 41.5328521728516
"50961" 39125 -84.5862121582031 41.1221084594727
"51017" 39129 -83.0247421264648 39.6417617797852
"51073" 39131 -83.0703964233398 39.076114654541
"51129" 39135 -84.6497344970703 39.747257232666
"51185" 39137 -84.1381988525391 41.0254516601562
"51241" 39139 -82.5408325195312 40.7699089050293
"51297" 39141 -83.0548095703125 39.3378486633301
"51353" 39143 -83.1439208984375 41.3569259643555
"51409" 39145 -82.9861068725586 38.8031387329102
"51465" 39147 -83.1282501220703 41.1238555908203
"51521" 39149 -84.2117767333984 40.3323287963867
"51577" 39159 -83.3795318603516 40.28857421875
"51633" 39161 -84.5793609619141 40.8460464477539
"51689" 39165 -84.1740570068359 39.4269180297852
"51745" 39171 -84.5833358764648 41.5607566833496
"51801" 39173 -83.6224365234375 41.360912322998
"51857" 39175 -83.2978820800781 40.8384857177734
"53089" 46003 -98.5623474121094 43.7181854248047
"53145" 46005 -98.2842407226562 44.4119415283203
"53201" 46009 -97.8993530273438 42.985595703125
"53257" 46011 -96.7907562255859 44.3698310852051
"53313" 46013 -98.3519897460938 45.5900497436523
"53369" 46015 -99.0641632080078 43.7177772521973
"53481" 46023 -98.6021728515625 43.2141342163086
"53537" 46025 -97.7323913574219 44.8538284301758
"53593" 46027 -96.9709854125977 42.9157028198242
"53649" 46029 -97.1882705688477 44.9779434204102
"53705" 46035 -98.1445999145508 43.6749687194824
"53761" 46037 -97.6074981689453 45.3673210144043
"53817" 46039 -96.6680603027344 44.7601280212402
"53873" 46043 -98.3667831420898 43.3872947692871
"53929" 46045 -99.2162399291992 45.4184036254883
"53985" 46049 -99.1455230712891 45.0708618164062
"54041" 46051 -96.7675018310547 45.1713409423828
"54097" 46053 -99.1883087158203 43.1888236999512
"54153" 46057 -97.1882781982422 44.6738204956055
"54209" 46059 -99.0063247680664 44.5469055175781
"54265" 46061 -97.7870712280273 43.6747398376465
"54321" 46067 -97.7555084228516 43.3344535827637
"54377" 46069 -99.4887542724609 44.5458526611328
"54433" 46073 -98.6298446655273 44.0664482116699
"54489" 46077 -97.4914627075195 44.3695259094238
"54545" 46079 -97.1292419433594 44.0219383239746
"54601" 46083 -96.7277145385742 43.2742652893066
"54657" 46085 -99.8363494873047 43.8886795043945
"54713" 46087 -97.3686447143555 43.674186706543
"54769" 46089 -99.22119140625 45.7662544250488
"54825" 46091 -97.5986404418945 45.7587509155273
"54881" 46097 -97.6099319458008 44.0219535827637
"54937" 46099 -96.7911148071289 43.6744270324707
"54993" 46101 -96.6710357666016 44.0227241516113
"55049" 46107 -99.9600143432617 45.0639572143555
"55105" 46109 -96.9426574707031 45.626522064209
"55161" 46111 -98.0906982421875 44.023681640625
"55217" 46115 -98.3475112915039 44.9378395080566
"55273" 46123 -99.8812637329102 43.3490219116211
"55329" 46125 -97.1536178588867 43.3015174865723
"55385" 46127 -96.648811340332 42.8307723999023
"55441" 46135 -97.4151458740234 42.9947128295898
"57849" 55001 -89.7771987915039 43.9718017578125
"57961" 55005 -91.8537445068359 45.4275283813477
"58073" 55009 -88.0038146972656 44.4525566101074
"58129" 55011 -91.7602233886719 44.3735198974609
"58185" 55013 -92.3704833984375 45.8644485473633
"58241" 55015 -88.2187042236328 44.0744018554688
"58297" 55017 -91.2862930297852 45.0719451904297
"58353" 55019 -90.6152572631836 44.7317543029785
"58409" 55021 -89.3309326171875 43.465461730957
"58465" 55023 -90.9286651611328 43.2366676330566
"58521" 55025 -89.4197845458984 43.0662994384766
"58577" 55027 -88.7080078125 43.4159507751465
"58633" 55029 -87.3324203491211 44.9277992248535
"58745" 55033 -91.8993682861328 44.9468955993652
"58801" 55035 -91.2861404418945 44.7266578674316
"58913" 55039 -88.495231628418 43.7492370605469
"59025" 55043 -90.7096557617188 42.8634376525879
"59081" 55045 -89.6035690307617 42.6768798828125
"59137" 55047 -89.0471496582031 43.7994728088379
"59193" 55049 -90.1316604614258 42.9991035461426
"59305" 55053 -90.8027572631836 44.3169593811035
"59361" 55055 -88.7746353149414 43.0205001831055
"59417" 55057 -90.1193313598633 43.9205513000488
"59473" 55059 -88.0369491577148 42.5768928527832
"59529" 55061 -87.6169967651367 44.5163421630859
"59585" 55063 -91.117805480957 43.9071235656738
"59641" 55065 -90.1319580078125 42.6598091125488
"59809" 55071 -87.8090744018555 44.1207466125488
"59865" 55073 -89.7670135498047 44.8938064575195
"59921" 55075 -88.0337982177734 45.391716003418
"59977" 55077 -89.4011535644531 43.8205604553223
"60089" 55081 -90.6183853149414 43.9468460083008
"60145" 55083 -88.2783584594727 45.0397033691406
"60257" 55087 -88.4650955200195 44.4157295227051
"60313" 55089 -87.9525833129883 43.3842391967773
"60369" 55091 -92.0271530151367 44.5862770080566
"60425" 55093 -92.4396667480469 44.7298164367676
"60481" 55095 -92.4429244995117 45.4618034362793
"60537" 55097 -89.5014572143555 44.4756736755371
"60649" 55101 -88.0750274658203 42.7469902038574
"60705" 55103 -90.4293746948242 43.369270324707
"60761" 55105 -89.0714416503906 42.6713943481445
"60817" 55107 -91.1224670410156 45.470272064209
"60873" 55109 -92.4585342407227 45.0352210998535
"60929" 55111 -89.9463424682617 43.4311828613281
"61041" 55115 -88.7637252807617 44.7887802124023
"61097" 55117 -87.9426574707031 43.7215766906738
"61153" 55119 -90.4860305786133 45.2065734863281
"61209" 55121 -91.3547515869141 44.3067321777344
"61265" 55123 -90.8281784057617 43.5945816040039
"61377" 55127 -88.5415496826172 42.6683654785156
"61433" 55129 -91.7919692993164 45.8992805480957
"61489" 55131 -88.2318344116211 43.368724822998
"61545" 55133 -88.3031845092773 43.0183258056641
"61601" 55135 -88.9651565551758 44.4706573486328
"61657" 55137 -89.2432022094727 44.1132926940918
"61713" 55139 -88.6444854736328 44.0687713623047
"61769" 55141 -90.0408554077148 44.4557037353516
